Metrics,LoadPoint,Link,Number of slots,Slot, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Utilization,0,all, - , - , ,0.2017295165276223,0.2070308233334589,0.20099997116284204,0.20317789935764094,0.20244325699677285,0.20200650586527719,0.2062030223587826,0.19924520585019181,0.20407420766255607,0.20240558354742477
Utilization,1,all, - , - , ,0.2601497899712232,0.2647041161511417,0.25793007201884327,0.2582992740665693,0.2596966689826154,0.25468586963449,0.25163744183197145,0.2596209119678918,0.2597625489895108,0.2579689230790692
Utilization,2,all, - , - , ,0.3232097975204999,0.3274540445631742,0.31968193566238384,0.32391774923833994,0.3270741155407329,0.31818727985016726,0.3295601861825761,0.3219448650331149,0.31949668439983425,0.3248218626516349
Utilization,3,all, - , - , ,0.3893014388732971,0.398300504975698,0.3778675296046601,0.3937432457087517,0.3882918297032224,0.394544611872028,0.3880025194925753,0.39223282146813726,0.39395882592139764,0.3924543856719964
Utilization,4,all, - , - , ,0.46190677641841893,0.45926044241813,0.45626465645853004,0.45222931500412344,0.45232756893090775,0.45592604536388004,0.4455605158462998,0.44854453691785284,0.45426211317810844,0.45419530578161366


Utilization Per Link,0,<4-11>, - , - , ,0.3818388727610166,0.3786035162035804,0.37975334241761927,0.3843133479471415,0.38361469873807236,0.36725568754072413,0.3757843572881746,0.3553566068289885,0.3840156901080272,0.39877426585303694
Utilization Per Link,0,<14-12>, - , - , ,0.08758652270079534,0.09119095226811133,0.0993610650314898,0.0911642425499131,0.09091158638940336,0.09105330588304708,0.09604343168039178,0.08630314789580736,0.08961591820209962,0.08406594979954743
Utilization Per Link,0,<6-14>, - , - , ,0.30541222327545653,0.32905163220571065,0.31532688547899096,0.3031636698461628,0.31462687856706595,0.3202548531705924,0.31838504946976726,0.30327524833620556,0.32928915615062065,0.31698723265593615
Utilization Per Link,0,<12-11>, - , - , ,0.14299921500089724,0.14959767561270237,0.12978294034006096,0.1365116169994232,0.15126984714733635,0.12586441238620089,0.14126500878802922,0.14026694906886011,0.13814913008275162,0.1294151756620581
Utilization Per Link,0,<12-14>, - , - , ,0.1008561674269756,0.09036129707525559,0.0981651016055312,0.09312387680944349,0.09471006872445377,0.10012414341291857,0.08718405020045697,0.08641033236566305,0.09366525465569261,0.0934915427454158
Utilization Per Link,0,<14-13>, - , - , ,0.11001984714733276,0.12325673420622359,0.10004349586269935,0.11576621344076504,0.10897058968737011,0.1120044384540905,0.1077429300708949,0.12421872840019323,0.1211517763690547,0.1226778837608945
Utilization Per Link,0,<6-10>, - , - , ,0.18275912376325598,0.1815349694887084,0.17669552402393818,0.18015576554691973,0.16408182258032447,0.1591511147974782,0.1872643521535585,0.17219076465825248,0.1918072012559946,0.19046875308567965
Utilization Per Link,0,<11-4>, - , - , ,0.37873844718286415,0.3821341361060114,0.3767534362225355,0.39851217982895804,0.3895409236329057,0.368699888421502,0.38725790923632625,0.3718691125066521,0.3770027351541383,0.37549348796333093
Utilization Per Link,0,<1-2>, - , - , ,0.1249826214033255,0.13945427750459574,0.12417468945633824,0.12807791239607727,0.1263581472046239,0.11912092442284408,0.11966457333570041,0.11158841361060058,0.13222705235302315,0.12181835910498849
Utilization Per Link,0,<2-1>, - , - , ,0.12726933862589274,0.13117883168433622,0.11739056914903903,0.13082935896676276,0.12818287517033192,0.1332133617710451,0.13462302762800174,0.1302698372731417,0.12962324979758638,0.12347759543417551
